time,angular,velocity
0.0,0.4725,0.0
0.1,0.45041263391109526,-0.43778080414994736
0.2,0.3863703140748842,-0.8328325339114339
0.3,0.28648118373134007,-1.1489935418299588
0.4,0.1602482657110193,-1.355174324126851
0.5,0.019844569811674546,-1.4298864804921145
0.6,-0.12108001690265692,-1.3656752931522178
0.7000000000000001,-0.24892551698522902,-1.1709933131120565
0.8,-0.3516677474744538,-0.8682975066211144
0.9,-0.42004214769386344,-0.4894601083430694
1.0,-0.44823494940878694,-0.07091164939490452
1.1,-0.43415649148423335,0.3496952938073435
1.2,-0.37946668806833106,0.7352393289814693
1.3,-0.2894533040548284,1.0505884055353019
1.4000000000000001,-0.172717125568572,1.2651787865782373
1.5,-0.0405233806945445,1.357027082034507
1.6,0.09427138768099601,1.3168786666047223
1.7,0.2186239357118032,1.1503456468889501
1.8,0.3207596368985952,0.8767153940206566
1.9000000000000001,0.3913608144239578,0.5250686315538415
2.0,0.42431528383206135,0.12973237702939597
2.1,0.4170552290135648,-0.27317580101178146
2.2,0.3706256163796695,-0.647775408998059
2.3000000000000003,0.28958425860145,-0.959984284202862
2.4,0.1817145920182864,-1.1798743583576812
2.5,0.057439512094917974,-1.285253453930055
2.6,-0.07114961812335122,-1.2655126912548063
2.7,-0.19158544477824768,-1.123896347023198
2.8000000000000003,-0.29240384751637716,-0.8768648066976499
2.9,-0.36431936888116634,-0.5508511366716543
3.0,-0.40101287181090495,-0.1780725993453493
3.1,-0.39952600749928496,0.20694220806029062
3.2,-0.36037184254471233,0.5695851967373009
3.3000000000000003,-0.287459245822797,0.8768415888130537
3.4,-0.18783133651291173,1.0994959649856424
3.5,-0.071131622685777,1.2153610725588344
3.6,0.05127965473210557,1.2128302282464456
3.7,0.16751626140765297,1.0931878370247525
3.8000000000000003,0.2664676366068163,0.8703955989562666
3.9,0.3389488160448845,0.5684102729552731
4.0,0.3785116808471013,0.21737213587817877
4.1,0.38188481633768584,-0.14980811275477118
4.2,0.34912380732819415,-0.4998201860333027
4.3,0.2835612197283503,-0.800731177489764
4.4,0.19156962364717914,-1.0240928683908046
4.5,0.08207261034438605,-1.1478830508400522
4.6000000000000005,-0.03426361435098088,-1.1597814746906125
4.7,-0.14612924600991034,-1.0594602342996609
4.8,-0.24279609086830578,-0.8586871726223386
4.9,-0.31523330880711403,-0.5791272982318393
5.0,-0.3569294588750482,-0.2489059242714574
5.1000000000000005,-0.3643679740401012,0.10069010123301494
5.2,-0.33721339988364857,0.4376648590022109
5.3,-0.27828716057625014,0.7311781814835907
5.4,-0.193354390195293,0.953587736882583
5.5,-0.09067432524742056,1.0831567329554264
5.6000000000000005,0.019742673771451454,1.1070775692128023
5.7,0.12715160170684217,1.0237036263352952
5.8,0.22122428385518716,0.8428858022328829
5.9,0.293125294679263,0.5841851906240679
6.0,0.33633456132375683,0.273794595507075
6.1000000000000005,0.34714941665087556,-0.0586094040703789
6.2,0.32490242672133834,-0.38235189682789095
6.3,0.2719622920020156,-0.6676918404975962
6.4,0.19354379039394073,-0.887819675781452
6.5,0.09729336352553603,-1.0213746358953277
6.6000000000000005,-0.007396417863480102,-1.0552418986515142
6.7,-0.11032906250479121,-0.9867028697826611
6.8,-0.2015854615723951,-0.8239392735055194
6.9,-0.27255663426928334,-0.5845919784316044
7.0,-0.31675886339223847,-0.2930170476450943
7.1000000000000005,-0.33035434488495313,0.022689333834195607
7.2,-0.3123959842152594,0.33317009727777186
7.3,-0.26485210120138725,0.609784953714803
7.4,-0.19243870504078162,0.8265750186683318
7.5,-0.10223703655200088,0.9626235211517842
7.6000000000000005,-0.0030589914090871292,1.0046517998419244
7.7,0.09542811463880069,0.9490758274595045
7.8,0.18371672037722617,0.8026276406482223
7.9,0.25344690600507597,0.5812031021166393
8.0,0.298207897120162,0.3074246591654125
8.1,0.3140703942860354,0.007850477941721917
8.2,0.2998537652391969,-0.2894678385439231
8.3,0.2571727903244617,-0.5569872465280198
8.4,0.19029135525595772,-0.7696100857015972
8.5,0.10576933056602622,-0.9069143319396762
8.6,0.011873624187486508,-0.9555716670842868
8.700000000000001,-0.08223646874093027,-0.9113052398122241
8.8,-0.1674624602070169,-0.7795903089596312
8.9,-0.23570925265799286,-0.5747418147387405
9.0,-0.2806683809410814,-0.3177547763203333
9.1,-0.2983561637705743,-0.033700983606778964
9.200000000000001,-0.28739893649543924,0.25065298892974425
9.3,-0.24909980262278308,0.5088528482413891
9.4,-0.18731269403609233,0.7166666199817694
9.5,-0.10811639787367297,0.8542043375205192
9.6,-0.01926682418929801,0.9081789127073044
9.700000000000001,0.07056264416667084,0.8737648125696057
9.8,0.15267646004162613,0.7553491428422532
9.9,0.21925454362062516,0.5658176306571446
10.0,0.26411396472760607,0.3246438538095214
10.1,0.28324800606573186,0.05547139334639194
10.200000000000001,0.275125409629707,-0.216190994925393
10.3,0.24077497345430263,-0.46496466193303543
10.4,0.18367879345797758,-0.6674826726723634
10.5,0.10947155270612532,-0.8044138298162515
10.6,0.02543031440316172,-0.862584490331163
10.700000000000001,-0.06023500649753661,-0.8367406860683929
10.8,-0.13922298850429213,-0.7303283002534369
10.9,-0.20399431120574413,-0.5549427200165068
11.0,-0.2485096054950458,-0.32863971316642426
11.1,-0.2687654068323363,-0.07369696968224246
11.200000000000001,-0.2631037682316956,0.18560196985429406
11.3,-0.23231248203432944,0.4249367360684832
11.4,-0.17953628011053963,0.6218003358401972
11.5,-0.10999968646093587,0.7574386961147831
11.6,-0.03053118216292698,0.8188488275341872
11.700000000000001,0.05110043944920825,0.8004486892947612
11.8,0.12697714859464854,0.7048707747363092
11.9,0.18984263171514065,0.5425464230903504
12.0,0.2338147593347491,0.330213134303799
12.1,0.25491517728730534,0.08884713616024797
12.200000000000001,0.2513860793331263,-0.15845629305995673
12.3,0.22380390609710601,-0.38841406768249953
12.4,0.17500718875617446,-0.5793702996505985
12.5,0.10984142698659038,-0.7131595694691855
12.6,0.03471492546807939,-0.7769945882936975
12.700000000000001,-0.043022698431066944,-0.7650489970267895
12.8,-0.11582476894323308,-0.6792528913421748
12.9,-0.17671741807408345,-0.5289877965280955
13.0,-0.21998578708549643,-0.329767615765208
13.1,-0.24169467812376888,-0.10133236219769728
13.200000000000001,-0.2400096457825771,0.13437099832108843
13.3,-0.21532214915037612,0.35507244969876817
13.4,-0.1701927142588009,0.5399551725195426
13.5,-0.10911639296480664,0.6714484724374641
13.6,-0.03810790488898245,0.7370160511084899
13.700000000000001,0.035880984680893915,0.7306570581289255
13.8,0.10566205374158782,0.6536954958556019
13.9,0.1645411401238271,0.5145661072619825
14.0,0.2069776632025071,0.3276483852083854
14.1,0.22909432476675887,0.11151099326363748
14.200000000000001,0.2290000921759969,-0.11300522990277506
14.3,0.20692486507090224,-0.3246168324761756
14.4,0.16517665180063362,-0.5033312096269809
14.5,0.10792628828755518,-0.6321738961627168
14.6,0.040819780870478384,-0.6988868346840014
14.700000000000001,-0.029568363346268094,-0.6973530106005756
14.8,-0.09639498098471688,-0.6283739418376427
14.9,-0.15324118872276368,-0.49953024254635525
15.0,-0.19474520704464693,-0.3241505159742527
15.1,-0.21709955633204217,-0.11969567897725808
15.200000000000001,-0.21837384893245704,0.09405615626056348
15.3,-0.1986572120412177,0.2967794587079762
15.4,-0.1600282078523491,0.46928882339038636
15.5,-0.1063575347764883,0.595203953929801
15.6,-0.042945700435097135,0.6625656176226675
15.700000000000001,0.023990264375409923,0.6651891638064917
15.8,0.087938614284935,0.603426252365542
15.9,0.14275003919891968,0.4840865888803765
16.0,0.183244013120141,0.3195256958110018
16.1,0.20569236781704392,0.12615854446468622
16.2,0.20814013282674926,-0.07725537661661527
16.3,0.19055410802892397,-0.27131835070541144
16.4,0.15480429645470212,-0.4376333627320126
16.5,0.10448338260632803,-0.560409170221309
16.6,0.04456805968961969,-0.6280005441031254
16.7,-0.01906320695004901,-0.634195714288421
16.8,-0.08021642015890605,-0.5789595494489904
16.9,-0.1330051688441773,-0.468405564515847
17.0,-0.17243097341323124,-0.31398838027520104
17.1,-0.1948524045366369,-0.13113658153490704
17.2,-0.19830251654013245,0.062364828583768316
17.3,-0.18264212804605542,0.24801480028425044
17.400000000000002,-0.14955159862896958,0.40818438778692256
17.5,-0.10236594307725767,0.5276638219658466
17.6,-0.0457582804259452,0.5951326570967586
